Id,Bound
4449,0
4450,1
4451,0
4452,0
4453,1
4454,0
4455,0
4456,0
4457,1
4458,1
4459,1
4460,0
4461,1
4462,1
4463,1
4464,1
4465,0
4466,0
4467,1
4468,1
4469,0
4470,0
4471,1
4472,1
4473,0
4474,1
4475,1
4476,1
4477,1
4478,1
4479,0
4480,0
4481,0
4482,0
4483,0
4484,1
4485,1
4486,1
4487,0
4488,1
4489,0
4490,1
4491,0
4492,1
4493,0
4494,0
4495,1
4496,0
4497,0
4498,1
4499,1
4500,1
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,1
4508,1
4509,1
4510,1
4511,0
4512,1
4513,0
4514,1
4515,1
4516,0
4517,1
4518,1
4519,1
4520,1
4521,0
4522,1
4523,1
4524,1
4525,1
4526,1
4527,1
4528,1
4529,0
4530,1
4531,1
4532,1
4533,1
4534,1
4535,0
4536,0
4537,1
4538,0
4539,1
4540,1
4541,1
4542,1
4543,1
4544,1
4545,0
4546,0
4547,1
4548,0
4549,0
4550,1
4551,1
4552,0
4553,1
4554,0
4555,1
4556,0
4557,1
4558,0
4559,0
4560,1
4561,0
4562,0
4563,0
4564,0
4565,0
4566,1
4567,1
4568,0
4569,0
4570,0
4571,0
4572,0
4573,1
4574,0
4575,1
4576,0
4577,1
4578,1
4579,1
4580,0
4581,0
4582,0
4583,1
4584,1
4585,1
4586,0
4587,1
4588,0
4589,0
4590,1
4591,0
4592,0
4593,0
4594,0
4595,1
4596,1
4597,0
4598,0
4599,1
4600,1
4601,1
4602,0
4603,1
4604,0
4605,0
4606,0
4607,0
4608,1
4609,0
4610,1
4611,0
4612,0
4613,0
4614,1
4615,1
4616,0
4617,0
4618,1
4619,1
4620,0
4621,1
4622,1
4623,0
4624,0
4625,0
4626,0
4627,1
4628,1
4629,0
4630,1
4631,1
4632,1
4633,1
4634,1
4635,1
4636,0
4637,1
4638,1
4639,1
4640,0
4641,1
4642,0
4643,0
4644,1
4645,1
4646,0
4647,0
4648,0
4649,0
4650,0
4651,1
4652,1
4653,1
4654,1
4655,0
4656,1
4657,1
4658,0
4659,0
4660,1
4661,0
4662,1
4663,1
4664,0
4665,1
4666,1
4667,0
4668,1
4669,1
4670,1
4671,0
4672,1
4673,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,1
4680,1
4681,1
4682,0
4683,0
4684,1
4685,1
4686,0
4687,1
4688,0
4689,0
4690,0
4691,0
4692,0
4693,1
4694,1
4695,1
4696,0
4697,1
4698,1
4699,0
4700,0
4701,0
4702,1
4703,0
4704,1
4705,1
4706,1
4707,0
4708,0
4709,1
4710,1
4711,1
4712,1
4713,0
4714,1
4715,1
4716,1
4717,0
4718,1
4719,1
4720,1
4721,1
4722,0
4723,1
4724,1
4725,1
4726,1
4727,1
4728,0
4729,0
4730,1
4731,0
4732,0
4733,0
4734,0
4735,0
4736,1
4737,1
4738,1
4739,1
4740,1
4741,1
4742,1
4743,0
4744,0
4745,1
4746,1
4747,1
4748,0
4749,0
4750,0
4751,1
4752,0
4753,1
4754,1
4755,1
4756,0
4757,0
4758,1
4759,1
4760,0
4761,0
4762,0
4763,1
4764,1
4765,1
4766,0
4767,0
4768,1
4769,0
4770,0
4771,1
4772,1
4773,1
4774,1
4775,0
4776,0
4777,0
4778,0
4779,1
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,1
4787,0
4788,1
4789,1
4790,0
4791,1
4792,0
4793,0
4794,1
4795,1
4796,1
4797,1
4798,0
4799,1
4800,1
4801,1
4802,1
4803,1
4804,0
4805,1
4806,0
4807,0
4808,1
4809,0
4810,0
4811,0
4812,1
4813,0
4814,0
4815,1
4816,0
4817,1
4818,0
4819,1
4820,1
4821,1
4822,0
4823,1
4824,0
4825,0
4826,1
4827,1
4828,1
4829,0
4830,1
4831,0
4832,1
4833,0
4834,0
4835,1
4836,1
4837,1
4838,0
4839,1
4840,1
4841,0
4842,1
4843,0
4844,1
4845,0
4846,1
4847,0
4848,0
4849,0
4850,1
4851,0
4852,0
4853,1
4854,0
4855,1
4856,0
4857,0
4858,1
4859,0
4860,0
4861,0
4862,0
4863,1
4864,1
4865,0
4866,0
4867,1
4868,1
4869,0
4870,0
4871,1
4872,1
4873,1
4874,0
4875,1
4876,1
4877,0
4878,1
4879,0
4880,1
4881,0
4882,0
4883,0
4884,1
4885,1
4886,0
4887,0
4888,1
4889,0
4890,1
4891,0
4892,1
4893,0
4894,1
4895,0
4896,1
4897,1
4898,0
4899,1
4900,0
4901,0
4902,0
4903,0
4904,0
4905,1
4906,1
4907,0
4908,0
4909,0
4910,0
4911,1
4912,1
4913,1
4914,0
4915,0
4916,1
4917,1
4918,0
4919,0
4920,1
4921,1
4922,1
4923,0
4924,1
4925,0
4926,1
4927,0
4928,1
4929,1
4930,1
4931,1
4932,0
4933,1
4934,0
4935,0
4936,1
4937,0
4938,1
4939,1
4940,1
4941,1
4942,0
4943,1
4944,1
4945,0
4946,1
4947,1
4948,1
4949,0
4950,0
4951,0
4952,0
4953,1
4954,1
4955,0
4956,0
4957,0
4958,0
4959,1
4960,1
4961,0
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,0
4969,0
4970,1
4971,1
4972,1
4973,0
4974,1
4975,0
4976,0
4977,1
4978,0
4979,1
4980,0
4981,0
4982,0
4983,0
4984,1
4985,1
4986,1
4987,1
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,1
4997,0
4998,1
4999,0
5000,1
5001,0
5002,1
5003,0
5004,1
5005,1
5006,1
5007,1
5008,0
5009,1
5010,1
5011,1
5012,1
5013,0
5014,1
5015,1
5016,0
5017,1
5018,1
5019,0
5020,1
5021,1
5022,1
5023,0
5024,0
5025,1
5026,0
5027,0
5028,1
5029,1
5030,0
5031,1
5032,0
5033,0
5034,1
5035,1
5036,0
5037,0
5038,0
5039,1
5040,1
5041,0
5042,0
5043,0
5044,0
5045,1
5046,1
5047,0
5048,1
5049,0
5050,1
5051,0
5052,1
5053,0
5054,0
5055,0
5056,1
5057,1
5058,0
5059,1
5060,0
5061,1
5062,0
5063,0
5064,1
5065,0
5066,1
5067,1
5068,0
5069,0
5070,0
5071,0
5072,1
5073,1
5074,1
5075,1
5076,0
5077,0
5078,1
5079,1
5080,0
5081,1
5082,0
5083,1
5084,1
5085,0
5086,0
5087,0
5088,0
5089,0
5090,1
5091,0
5092,0
5093,1
5094,1
5095,1
5096,1
5097,1
5098,1
5099,0
5100,0
5101,1
5102,1
5103,0
5104,1
5105,0
5106,1
5107,0
5108,1
5109,1
5110,0
5111,1
5112,0
5113,0
5114,0
5115,1
5116,0
5117,1
5118,0
5119,1
5120,0
5121,0
5122,0
5123,0
5124,0
5125,1
5126,1
5127,1
5128,1
5129,0
5130,1
5131,1
5132,0
5133,1
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,1
5142,0
5143,0
5144,0
5145,0
5146,1
5147,1
5148,1
5149,0
5150,1
5151,0
5152,1
5153,1
5154,0
5155,1
5156,0
5157,1
5158,1
5159,1
5160,1
5161,0
5162,0
5163,1
5164,0
5165,1
5166,0
5167,1
5168,1
5169,1
5170,0
5171,0
5172,0
5173,1
5174,0
5175,1
5176,1
5177,1
5178,1
5179,1
5180,0
5181,1
5182,1
5183,1
5184,0
5185,0
5186,1
5187,1
5188,1
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,1
5196,1
5197,1
5198,1
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,1
5209,1
5210,1
5211,0
5212,1
5213,0
5214,0
5215,0
5216,0
5217,0
5218,1
5219,1
5220,0
5221,0
5222,1
5223,0
5224,1
5225,1
5226,0
5227,0
5228,0
5229,1
5230,0
5231,0
5232,1
5233,0
5234,0
5235,1
5236,1
5237,1
5238,1
5239,0
5240,1
5241,1
5242,0
5243,0
5244,1
5245,0
5246,1
5247,0
5248,0
5249,0
5250,0
5251,0
5252,1
5253,1
5254,0
5255,0
5256,1
5257,1
5258,0
5259,1
5260,1
5261,0
5262,0
5263,0
5264,0
5265,1
5266,1
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,1
5274,1
5275,1
5276,0
5277,0
5278,1
5279,0
5280,1
5281,0
5282,1
5283,1
5284,1
5285,0
5286,0
5287,1
5288,1
5289,1
5290,1
5291,0
5292,1
5293,0
5294,1
5295,0
5296,0
5297,1
5298,0
5299,0
5300,1
5301,0
5302,1
5303,0
5304,0
5305,1
5306,1
5307,1
5308,0
5309,0
5310,0
5311,1
5312,1
5313,0
5314,0
5315,1
5316,0
5317,1
5318,0
5319,0
5320,1
5321,0
5322,1
5323,1
5324,0
5325,0
5326,0
5327,1
5328,1
5329,1
5330,1
5331,0
5332,0
5333,1
5334,1
5335,1
5336,1
5337,0
5338,0
5339,1
5340,1
5341,1
5342,0
5343,1
5344,1
5345,0
5346,1
5347,1
5348,0
5349,1
5350,1
5351,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,0
5358,0
5359,1
5360,0
5361,1
5362,1
5363,0
5364,0
5365,1
5366,1
5367,1
5368,0
5369,0
5370,1
5371,1
5372,0
5373,1
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,1
5381,0
5382,1
5383,0
5384,0
5385,0
5386,1
5387,1
5388,1
5389,0
5390,1
5391,1
5392,0
5393,1
5394,1
5395,1
5396,0
5397,0
5398,1
5399,0
5400,0
5401,1
5402,1
5403,0
5404,0
5405,1
5406,0
5407,1
5408,0
5409,1
5410,1
5411,1
5412,1
5413,1
5414,0
5415,0
5416,1
5417,0
5418,0
5419,1
5420,1
5421,0
5422,1
5423,1
5424,0
5425,0
5426,1
5427,1
5428,1
5429,1
5430,0
5431,1
5432,1
5433,1
5434,1
5435,1
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,1
5443,1
5444,0
5445,0
5446,1
5447,0
5448,1
5449,1
5450,1
5451,0
5452,1
5453,0
5454,0
5455,1
5456,1
5457,1
5458,1
5459,0
5460,0
5461,1
5462,0
5463,1
5464,1
5465,0
5466,1
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,1
5474,1
5475,0
5476,0
5477,0
5478,1
5479,1
5480,1
5481,1
5482,0
5483,0
5484,1
5485,1
5486,1
5487,0
5488,0
5489,1
5490,0
5491,1
5492,1
5493,1
5494,1
5495,0
5496,1
5497,0
5498,0
5499,1
5500,1
5501,0
5502,1
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,1
5510,0
5511,1
5512,1
5513,1
5514,0
5515,0
5516,1
5517,1
5518,1
5519,0
5520,1
5521,1
5522,0
5523,1
5524,1
5525,0
5526,1
5527,0
5528,1
5529,0
5530,0
5531,1
5532,0
5533,0
5534,0
5535,1
5536,0
5537,1
5538,0
5539,0
5540,0
5541,1
5542,1
5543,1
5544,1
5545,0
5546,0
5547,1
5548,1
5549,0
5550,0
5551,0
5552,1
5553,1
5554,1
5555,0
5556,0
5557,0
5558,1
5559,1
5560,1
5561,0
5562,1
5563,1
5564,0
5565,1
5566,0
5567,0
5568,1
5569,0
5570,0
5571,1
5572,1
5573,1
5574,1
5575,1
5576,0
5577,1
5578,0
5579,1
5580,0
5581,0
5582,0
5583,1
5584,1
5585,0
5586,0
5587,0
5588,1
5589,1
5590,0
5591,0
5592,1
5593,1
5594,1
5595,1
5596,1
5597,1
5598,1
5599,0
5600,0
5601,0
5602,0
5603,0
5604,1
5605,1
5606,1
5607,1
5608,1
5609,1
5610,1
5611,0
5612,1
5613,0
5614,0
5615,0
5616,1
5617,1
5618,1
5619,0
5620,0
5621,1
5622,1
5623,0
5624,0
5625,0
5626,1
5627,0
5628,0
5629,0
5630,1
5631,0
5632,0
5633,1
5634,0
5635,0
5636,0
5637,1
5638,0
5639,1
5640,1
5641,0
5642,1
5643,1
5644,0
5645,1
5646,1
5647,0
5648,0
5649,0
5650,0
5651,0
5652,1
5653,0
5654,1
5655,1
5656,1
5657,1
5658,1
5659,1
5660,0
5661,1
5662,0
5663,0
5664,0
5665,1
5666,0
5667,0
5668,0
5669,1
5670,0
5671,1
5672,0
5673,1
5674,0
5675,0
5676,1
5677,0
5678,0
5679,1
5680,1
5681,1
5682,1
5683,0
5684,0
5685,1
5686,1
5687,1
5688,1
5689,0
5690,0
5691,1
5692,1
5693,1
5694,1
5695,0
5696,1
5697,0
5698,0
5699,1
5700,1
5701,1
5702,0
5703,0
5704,0
5705,0
5706,0
5707,0
5708,1
5709,1
5710,0
5711,0
5712,0
5713,0
5714,1
5715,0
5716,1
5717,1
5718,1
5719,0
5720,1
5721,1
5722,0
5723,0
5724,0
5725,1
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,1
5733,0
5734,1
5735,0
5736,0
5737,0
5738,1
5739,0
5740,0
5741,0
5742,1
5743,0
5744,1
5745,0
5746,0
5747,1
5748,0
5749,0
5750,0
5751,1
5752,1
5753,1
5754,0
5755,0
5756,1
5757,0
5758,1
5759,1
5760,1
5761,0
5762,0
5763,0
5764,1
5765,1
5766,0
5767,0
5768,0
5769,0
5770,0
5771,1
5772,0
5773,0
5774,0
5775,0
5776,1
5777,0
5778,0
5779,0
5780,1
5781,0
5782,1
5783,1
5784,0
5785,1
5786,0
5787,1
5788,1
5789,0
5790,0
5791,0
5792,1
5793,0
5794,0
5795,0
5796,0
5797,1
5798,0
5799,1
5800,0
5801,1
5802,1
5803,1
5804,0
5805,1
5806,0
5807,1
5808,1
5809,1
5810,1
5811,1
5812,1
5813,0
5814,0
5815,0
5816,1
5817,0
5818,0
5819,0
5820,1
5821,1
5822,0
5823,1
5824,0
5825,0
5826,0
5827,1
5828,0
5829,0
5830,0
5831,0
5832,0
5833,1
5834,0
5835,1
5836,1
5837,1
5838,1
5839,1
5840,1
5841,1
5842,1
5843,0
5844,0
5845,1
5846,0
5847,1
5848,0
5849,1
5850,1
5851,0
5852,1
5853,1
5854,1
5855,0
5856,1
5857,0
5858,0
5859,0
5860,1
5861,0
5862,1
5863,1
5864,0
5865,1
5866,0
5867,1
5868,1
5869,0
5870,1
5871,0
5872,0
5873,0
5874,1
5875,1
5876,0
5877,0
5878,0
5879,0
5880,1
5881,1
5882,1
5883,0
5884,1
5885,1
5886,1
5887,0
5888,0
5889,1
5890,0
5891,0
5892,1
5893,1
5894,0
5895,1
5896,1
5897,1
5898,0
5899,0
5900,0
5901,0
5902,0
5903,0
5904,0
5905,1
5906,0
5907,1
5908,0
5909,0
5910,0
5911,0
5912,1
5913,1
5914,0
5915,1
5916,1
5917,1
5918,0
5919,1
5920,0
5921,0
5922,0
5923,0
5924,1
5925,0
5926,1
5927,0
5928,1
5929,0
5930,0
5931,0
5932,0
5933,0
5934,1
5935,1
5936,0
5937,1
5938,0
5939,0
5940,0
5941,0
5942,1
5943,1
5944,0
5945,0
5946,1
5947,1
5948,1
5949,1
5950,0
5951,1
5952,1
5953,0
5954,0
5955,1
5956,0
5957,0
5958,1
5959,0
5960,0
5961,0
5962,0
5963,0
5964,1
5965,1
5966,0
5967,1
5968,1
5969,0
5970,0
5971,1
5972,1
5973,1
5974,0
5975,0
5976,0
5977,1
5978,1
5979,1
5980,0
5981,1
5982,0
5983,1
5984,0
5985,1
5986,1
5987,1
5988,1
5989,0
5990,1
5991,1
5992,0
5993,0
5994,1
5995,0
5996,0
5997,0
5998,1
5999,1
